1	1	1	1	999	999	999	999	999	999	999	999
1	1	1	2	999	999	0.009	0.013	999	999	0.011	0.012
1	1	1	3	999	999	0.022	0.074	999	999	0.036	0.126
1	1	2	2	0.012	0.012	0.014	0.014	0.01	0.011	0.013	0.013
1	1	2	3	0.012	0.012	0.021	0.071	0.01	0	99	0.132
1	1	3	3	0.02	0.069	0.019	0.098	0.029	0.139	0.027	0.177
1	2	1	1	999	999	999	999	999	999	999	999
1	2	1	2	999	999	0.012	0.012	999	999	0.011	0.011
1	2	1	3	999	999	0.026	0.103	999	999	0.04	0.187
1	2	2	2	0.012	0.011	0.012	0.014	0.009	0.011	0.012	0.013
1	2	2	1	0.014	0.013	999	999	0.013	0.013	999	999
1	2	2	3	0.014	0.01	0.019	0.126	0.009	99	0.013	0.176
1	2	3	3	0.021	0.077	0.024	0.123	0.044	0.166	0.037	0.215
1	2	3	1	0.019	0.091	999	999	0.044	0.155	999	999
1	2	3	2	0.02	0.076	0.011	0.012	0.041	0.14	0.01	0.011
2	1	1	1	999	999	999	999	999	999	999	999
2	1	1	2	999	999	0.01	0.014	999	999	0.01	0.014
2	1	1	3	999	999	0.021	0.049	999	999	0.037	0.097
2	1	2	2	0.012	0.013	0.011	0.013	0.01	0.01	0.008	0.008
2	1	2	3	0.011	0.012	0.017	0.051	0.011	0.011	0.025	0.074
2	1	3	3	0.016	0.045	0.022	0.052	0.032	0.08	0.032	0.102
2	2	1	1	999	999	999	999	999	999	999	999
2	2	1	2	999	999	0.009	0.014	999	999	0.011	0.008
2	2	1	3	999	999	0.015	0.069	999	999	0.022	0.101
2	2	2	2	0.013	0.014	0.012	0.013	0.012	0.012	0.01	99
2	2	2	1	0.013	0.012	999	999	0.011	0.012	999	999
2	2	2	3	0.014	0.011	0.022	0.056	0.009	99	0.039	0.101
2	2	3	3	0.019	0.062	0.021	0.062	0.037	0.1	0.026	0.094
2	2	3	1	0.016	0.054	999	999	0.037	0.103	999	999
2	2	3	2	0.016	0.056	0.012	0.015	0.032	0.109	0.01	0.011
3	1	1	1	999	999	999	999	999	999	999	999
3	1	1	2	999	999	0.01	0.009	999	999	0.009	0.007
3	1	1	3	999	999	0.027	0.038	999	999	0.043	0.06
3	1	2	2	0.009	0.012	0.011	0.013	99	0.008	0.008	0.008
3	1	2	3	0.009	0.011	0.028	0.037	0.008	0.01	0.038	0.059
3	1	3	3	0.024	0.04	0.019	0.046	0	0.031	0.069	0.069
3	2	1	1	999	999	999	999	999	999	999	999
3	2	1	2	999	999	999	999	999	999	999	999
3	2	1	3	999	999	999	999	999	999	999	999
3	2	2	2	0.012	0.009	999	999	0.007	0.01	999	999
3	2	2	1	0.01	0.012	999	999	0.009	0.012	999	999
3	2	2	3	0.01	0.011	999	999	0.008	0.01	999	999
3	2	3	3	0.019	0.066	999	999	0.026	0.093	999	999
3	2	3	1	0.023	0.042	999	999	0.031	0.059	999	999
3	2	3	2	0.022	0.043	999	999	0.031	0.065	999	999
4	1	1	1	999	999	999	999	999	999	999	999
4	1	1	2	999	999	0.007	0.01	999	999	0.008	0.012
4	1	1	3	999	999	0.044	0.095	999	999	0.069	0.135
4	1	2	2	0.008	0.01	0.01	0.011	0.013	0.014	99	99
4	1	2	3	0.007	0.01	0.043	0.105	0.008	0.009	0.067	0.153
4	1	3	3	0.045	0.094	0.038	0.123	0.055	0.137	0.041	0.182
4	2	1	1	999	999	999	999	999	999	999	999
4	2	1	2	999	999	0.012	0.012	999	999	0.008	99
4	2	1	3	999	999	0.051	0.118	999	999	0.095	0.178
4	2	2	2	0.009	0.01	0.015	0.015	0.011	99	0.01	99
4	2	2	1	0.008	0.01	999	999	0.009	0.013	999	999
4	2	2	3	0.008	0.01	0.063	0.111	0.01	0.012	0.111	0.173
4	2	3	3	0.038	0.113	0.057	0.112	0.054	0.152	0.11	0.162
4	2	3	1	0.035	0.129	999	999	0.065	0.221	999	999
4	2	3	2	0.04	0.106	0.014	0.014	0.074	0.165	0.009	0.01
5	1	1	1	999	999	999	999	999	999	999	999
5	1	1	2	999	999	0.011	0.012	999	999	0.011	0.012
5	1	1	3	999	999	0.034	0.068	999	999	0.053	0.111
5	1	2	2	0.011	0.011	0.011	0.013	0.01	0.012	0.012	0.013
5	1	2	3	0.01	0.012	0.031	0.092	99	0.013	0.06	0.115
5	1	3	3	0.035	0.061	0.041	0.066	0.06	0.111	0.071	0.115
5	2	1	1	999	999	999	999	999	999	999	999
5	2	1	2	999	999	0.013	0.015	999	999	0.013	0.013
5	2	1	3	999	999	0.12	0.157	999	999	0.162	0.275
5	2	2	2	0.009	0.015	0.01	0.016	0.008	0.013	0.01	0.012
5	2	2	1	0.011	0.015	999	999	0.01	0.012	999	999
5	2	2	3	0.012	0.012	0.133	0.147	0.011	0.012	0.183	0.214
5	2	3	3	0.033	0.069	0.125	0.154	0.056	0.112	0.193	0.202
5	2	3	1	0.032	0.083	999	999	0.056	0.113	999	999
5	2	3	2	0.045	0.06	0.013	0.016	0.07	0.119	0.011	0.014
6	1	1	1	999	999	999	999	999	999	999	999
6	1	1	2	999	999	0.012	0.012	999	999	99	0.008
6	1	1	3	999	999	0.081	0.161	999	999	0.154	0.293
6	1	2	2	0.01	0.012	0.013	0.014	0.011	0.011	0.012	0.012
6	1	2	3	0.012	0.012	0.076	0.167	0.011	0.011	0.148	0.295
6	1	3	3	0.07	0.158	0.081	0.178	0.128	0.297	0.143	0.315
6	2	1	1	999	999	999	999	999	999	999	999
6	2	1	2	999	999	0.009	0.01	999	999	0.008	99
6	2	1	3	999	999	0.112	0.175	999	999	0.263	0.348
6	2	2	2	0.01	0.012	0.013	0.014	99	0.008	0.012	0.01
